¾®ºÅ,Äê ÔÂ,²ã Î»,É° ºñ,Éú²úÌìÊý,ÈÕ×¢ÄÜÁ¦(m3),¸ÉÑ¹(Mpa),ÓÍÑ¹(Mpa),Ì×Ñ¹(Mpa),ÔÂ×¢Ë®(m3),Äê×¢Ë®(10^4m3),ÀÛ×¢Ë®(10^4m3)
9ºÅ¾®,200304,S2F2S2F-S2F3,18.2,,,,,,,0.0137,0.256
10ºÅ¾®,200812,S2F2-S2F4,26.4,6.11,67,13.2,13.2,11.7,431,0.0431,0.0431
10ºÅ¾®,200901,S2F2-S2F4,26.4,30.18,93,13.1,10.5,10,2846,0.2846,0.3277
10ºÅ¾®,200902,S2F2-S2F4,26.4,27.19,148,12.5,11,10.1,4111,0.6957,0.7388
10ºÅ¾®,200903,S2F2-S2F4,26.4,30.18,180,12.8,10.1,9.2,5534,1.2491,1.2922
10ºÅ¾®,200904,S2F2-S2F4,26.4,29.23,187,11.7,9.8,8.9,5607,1.8098,1.8529
10ºÅ¾®,200905,S2F2-S2F4,26.4,30.15,175,11.7,10.5,9.6,5350,2.3448,2.3879
10ºÅ¾®,200906,S2F2-S2F4,26.4,29.19,198,11,10,9.1,5905,2.9353,2.9784
10ºÅ¾®,200907,S2F2-S2F4,26.4,31,221,10.5,10.1,9.2,6837,3.619,3.6621
10ºÅ¾®,200908,S2F2-S2F4,26.4,31,233,11.5,10.5,9.6,7237,4.3427,4.3858
10ºÅ¾®,200909,S2F2-S2F4,26.4,29.19,241,10.8,10.8,9.7,7187,5.0614,5.1045
10ºÅ¾®,200910,S2F2-S2F4,26.4,30.13,225,11.1,8,6.9,6876,5.749,5.7921
10ºÅ¾®,200911,S2F2-S2F4,26.4,29.17,238,10.3,10.3,9.2,7073,6.4563,6.4994
10ºÅ¾®,200912,S2F2-S2F4,26.4,30.15,274,12,12,11.5,8391,7.2954,7.3385
10ºÅ¾®,201001,S2F2-S2F4,26.4,30.07,280,11.6,11.6,11.1,8487,0.8487,8.1872
10ºÅ¾®,201002,S2F2-S2F4,26.4,28,268,12,12,11.5,7502,1.5989,8.9374
10ºÅ¾®,201003,S2F2-S2F4,26.4,30.08,270,12.3,11.6,11.1,8192,2.4181,9.7566
10ºÅ¾®,201004,S2F2-S2F4,26.4,29.19,281,12,11.5,11,8381,3.2562,10.5947
10ºÅ¾®,201005,S2F2-S2F4,26.4,30.14,261,12.3,12.3,11.8,7979,4.0541,11.3926
10ºÅ¾®,201006,S2F2-S2F4,26.4,29.21,296,12.5,11.8,11.3,8848,4.9389,12.2774
10ºÅ¾®,201007,S2F2-S2F4,26.4,30.16,265,11,10,9.5,8131,5.752,13.0905
10ºÅ¾®,201008,S2F2-S2F4,26.4,30.2,274,12.8,11,10.5,8448,6.5968,13.9353
10ºÅ¾®,201009,S2F2-S2F4,26.4,29.23,267,12.5,10,9.5,7992,7.396,14.7345
10ºÅ¾®,201010,S2F2-S2F4,26.4,30.11,266,12.2,10.8,10.3,8094,8.2054,15.5439
10ºÅ¾®,201011,S2F2-S2F4,26.4,29.12,268,12.6,9.8,9.3,7920,8.9974,16.3359
10ºÅ¾®,201012,S2F2-S2F4,26.4,30.18,237,11.6,7.3,6.8,7299,9.7273,17.0658
10ºÅ¾®,201101,S2F2-S2F4,26.4,30.15,226,11.6,9,8.5,6929,0.6929,17.7587
10ºÅ¾®,201102,S2F2-S2F4,26.4,27,262,11.8,9,8.5,7085,1.4014,18.4672
10ºÅ¾®,201103,S2F2-S2F4,26.4,31,153,12,7.6,7.1,4730,1.8744,18.9402
10ºÅ¾®,201104,S2F2-S2F4,26.4,17.12,230,12.3,11.5,10.5,4024,2.2768,19.3426
10ºÅ¾®,201105,S2F2-S2F4,26.4,29.13,237,12.5,12.5,12,6988,2.9756,20.0414
10ºÅ¾®,201106,S2F2-S2F4,26.4,29.05,259,12.7,8.7,8.2,7569,3.7325,20.7983
10ºÅ¾®,201107,S2F2-S2F4,26.4,30.1,155,13,13.3,12.8,4721,4.2046,21.2704
10ºÅ¾®,201108,S2F2-S2F4,26.4,27.06,117,13,9.5,9,3184,4.523,21.5888
10ºÅ¾®,201109,S2F2-S2F4,26.4,28.12,162,12.5,9,8.5,4627,4.9857,22.0515
10ºÅ¾®,201110,S2F2-S2F4,26.4,29.05,132,12.5,11.5,11,3863,5.372,22.4378
10ºÅ¾®,201111,S2F2-S2F4,26.4,29.17,205,12.1,12.14,11.6,6102,5.9822,23.048
10ºÅ¾®,201112,S2F2-S2F4,26.4,29.2,195,12,12,11.5,5820,6.5642,23.63
10ºÅ¾®,201201,S2F2-S2F4,26.4,30.02,194,12,12,11.5,5840,0.584,24.214
10ºÅ¾®,201202,S2F2-S2F4,26.4,29,187,12.2,11.7,11.2,5432,1.1272,24.7572
10ºÅ¾®,201203,S2F2-S2F4,26.4,30.03,179,12.4,12.4,11.9,5395,1.6667,25.2967
10ºÅ¾®,201204,S2F2-S2F4,26.4,29.18,161,12.5,11.7,11.2,4802,2.1469,25.7769
10ºÅ¾®,201205,S2F2-S2F4,26.4,31,196,12.3,12.3,11.8,6064,2.7533,26.3833
10ºÅ¾®,201206,S2F2-S2F4,26.4,30,167,12.4,12.4,11.9,5024,3.2557,26.8857
10ºÅ¾®,201207,S2F2-S2F4,26.4,31,165,12.8,12.8,12.3,5126,3.7683,27.3983
10ºÅ¾®,201208,S2F2-S2F4,26.4,29.19,159,12.5,9.6,9.1,4743,4.2426,27.8726
10ºÅ¾®,201209,S2F2-S2F4,26.4,29.11,177,12.4,11,10.5,5212,4.7638,28.3938
10ºÅ¾®,201210,S2F2-S2F4,26.4,14.18,232,12.5,9.6,9.1,3420,5.1058,28.7358
10ºÅ¾®,201211,S2F2-S2F4,26.4,15.23,218,12,10.2,9.7,3483,5.4541,29.0841
10ºÅ¾®,201212,S2F2-S2F4,26.4,26.11,225,11.4,8.7,8.2,5954,6.0495,29.6795
10ºÅ¾®,201301,S2F2-S2F4,26.4,30.03,183,11.2,8.6,8.1,5510,0.551,30.2305
10ºÅ¾®,201302,S2F2-S2F4,26.4,28,192,11,9.5,9,5366,1.0876,30.7671
10ºÅ¾®,201303,S2F2-S2F4,26.4,29.2,195,12,8.8,8.3,5817,1.6693,31.3488
10ºÅ¾®,201304,S2F2-S2F4,26.4,29,114,11.2,13,12.5,3295,1.9988,31.6783
10ºÅ¾®,201305,S2F2-S2F4,26.4,24.01,188,12,11.5,11,4522,2.451,32.1305
10ºÅ¾®,201306,S2F2-S2F4,26.4,28.13,147,12,12,11.5,4202,2.8712,32.5507
10ºÅ¾®,201307,S2F2-S2F4,26.4,30.12,140,12.2,12.2,11.7,4284,3.2996,32.9791
10ºÅ¾®,201308,S2F2-S2F4,26.4,28.19,140,12.3,12.3,11.8,4035,3.7031,33.3826
10ºÅ¾®,201309,S2F2-S2F4,26.4,29.23,141,12,12,11.5,4230,4.1261,33.8056
10ºÅ¾®,201310,S2F2-S2F4,26.4,30.16,137,11.8,11.8,11.3,4186,4.5447,34.2242
10ºÅ¾®,201311,S2F2-S2F4,26.4,29.02,132,11.4,11.4,10.9,3828,4.9275,34.607
10ºÅ¾®,201312,S2F2-S2F4,26.4,30.21,134,11.6,11.6,11.1,4127,5.3402,35.0197
10ºÅ¾®,201401,S2F2-S2F4,26.4,30.22,133,11.4,11.4,10.9,4125,0.4125,35.4322
10ºÅ¾®,201402,S2F2-S2F4,26.4,28,132,11.1,11.1,10.6,3708,0.7833,35.803
10ºÅ¾®,201403,S2F2-S2F4,26.4,31,140,12.1,12.1,11.6,4340,1.2173,36.237
10ºÅ¾®,201404,S2F2-S2F4,26.4,29.13,138,12,12,11.5,4083,1.6256,36.6453
10ºÅ¾®,201405,S2F2-S2F4,26.4,30.23,151,12.1,12.1,11.6,4681,2.0937,37.1134
10ºÅ¾®,201406,S2F2-S2F4,26.4,29.14,130,12,12,11.5,3842,2.4779,37.4976
10ºÅ¾®,201407,S2F2-S2F4,26.4,30.13,147,12.5,12.5,12,4489,2.9268,37.9465
10ºÅ¾®,201408,S2F2-S2F4,26.4,30.02,154,13,12.5,12,4646,3.3914,38.4111
10ºÅ¾®,201409,S2F2-S2F4,26.4,29.11,153,12.8,12,11.5,4502,3.8416,38.8613
10ºÅ¾®,201410,S2F2-S2F4,26.4,29.19,155,12.8,12.2,11.7,4608,4.3024,39.3221
10ºÅ¾®,201411,S2F2-S2F4,26.4,29.16,153,12,12,11.5,4531,4.7555,39.7752
10ºÅ¾®,201412,S2F2-S2F4,26.4,31,150,11.8,10.7,10.2,4637,5.2192,40.2389
10ºÅ¾®,201501,S2F2-S2F4,26.4,25.21,149,12.1,8,7,3852,0.3852,40.6241
10ºÅ¾®,201502,S2F2-S2F4,26.4,27.23,143,12,9.5,8.5,3987,0.7839,41.0228
10ºÅ¾®,201503,S2F2-S2F4,26.4,31,144,11.3,10.1,9.1,4478,1.2317,41.4706
10ºÅ¾®,201504,S2F2-S2F4,26.4,30,161,12,10.1,9.1,4826,1.7143,41.9532
10ºÅ¾®,201505,S2F2-S2F4,26.4,30.21,174,12.2,11.7,10.7,5366,2.2509,42.4898
10ºÅ¾®,201506,S2F2-S2F4,26.4,29.06,193,11.7,11.6,10.6,5637,2.8146,43.0535
10ºÅ¾®,201507,S2F2-S2F4,26.4,31,183,11.3,11.3,10.3,5670,3.3816,43.6205
10ºÅ¾®,201508,S2F2-S2F4,26.4,30.19,156,12.4,10.6,9.6,4789,3.8605,44.0994
10ºÅ¾®,201509,S2F2-S2F4,26.4,30,154,11.2,10,9,4630,4.3235,44.5624
10ºÅ¾®,201510,S2F2-S2F4,26.4,25.02,172,11.3,11.3,10.3,4314,4.7549,44.9938
10ºÅ¾®,201511,S2F2-S2F4,26.4,29.2,159,11.3,11.3,9.4,4742,5.2291,45.468
10ºÅ¾®,201512,S2F2-S2F4,26.4,31,146,11.2,9.7,9.3,4536,5.6827,45.9216
10ºÅ¾®,201601,S2F2-S2F4,26.4,30.21,155,11.4,9.6,9.3,4787,0.4787,46.4003
10ºÅ¾®,201602,S2F2-S2F4,26.4,28.02,156,11.6,10,7,4370,0.9157,46.8373
10ºÅ¾®,201603,S2F2-S2F4,26.4,29.07,137,12.1,10.5,6.1,4005,1.3162,47.2378
10ºÅ¾®,201604,S2F2-S2F4,26.4,30,171,12.4,12.4,10.8,5136,1.8298,47.7514
10ºÅ¾®,201605,S2F2-S2F4,26.4,30.23,159,11.8,11.8,10.8,4916,2.3214,48.243
10ºÅ¾®,201606,S2F2-S2F4,26.4,29.01,183,11.7,11.7,8.9,5306,2.852,48.7736
10ºÅ¾®,201607,S2F2-S2F4,26.4,30.23,163,11.3,11.3,8.9,5051,3.3571,49.2787
10ºÅ¾®,201608,S2F2-S2F4,26.4,30.2,174,11.6,11.6,8.9,5350,3.8921,49.8137
10ºÅ¾®,201609,S2F2-S2F4,26.4,30,183,11.6,11.5,8.9,5500,4.4421,50.3637
10ºÅ¾®,201610,S2F2-S2F4,26.4,30.08,164,12.1,12.1,8.6,4972,4.9393,50.8609
10ºÅ¾®,201611,S2F2-S2F4,26.4,29.01,180,11.7,11.7,10,5238,5.4631,51.3847
10ºÅ¾®,201612,S2F2-S2F4,26.4,30.16,171,11.8,11.8,10.1,5235,5.9866,51.9082
10ºÅ¾®,201701,S2F2-S2F4,26.4,30.23,187,11.3,11.3,9.6,5803,0.5803,52.4885
10ºÅ¾®,201702,S2F2-S2F4,26.4,28,202,11.7,11.7,10,5658,1.1461,53.0543
10ºÅ¾®,201703,S2F2-S2F4,26.4,30.23,190,11.4,11.4,9.7,5888,1.7349,53.6431
10ºÅ¾®,201704,S2F2-S2F4,26.4,30,178,11.4,11.4,9.7,5329,2.2678,54.176
10ºÅ¾®,201705,S2F2-S2F4,26.4,30.06,191,11.9,11.9,10.3,5777,2.8455,54.7537
10ºÅ¾®,201706,S2F2-S2F4,26.4,30,209,11.3,11.3,9.7,6284,3.4739,55.3821
10ºÅ¾®,201707,S2F2-S2F4,26.4,31,178,12.2,12.2,10.6,5512,4.0251,55.9333
10ºÅ¾®,201708,S2F2-S2F4,26.4,31,168,11.5,11.5,9.9,5198,4.5449,56.4531
10ºÅ¾®,201709,S2F2-S2F4,26.4,30,160,12.4,12.4,10.8,4805,5.0254,56.9336
10ºÅ¾®,201710,S2F2-S2F4,26.4,20.22,165,12.2,12.2,4.7,3457,5.3711,57.2793
10ºÅ¾®,201711,S2F2-S2F4,26.4,30,153,11.7,11.7,8.5,4590,5.8301,57.7383
10ºÅ¾®,201712,S2F2-S2F4,26.4,30.03,172,11.8,11.5,10,5195,6.3496,58.2578
10ºÅ¾®,201801,S2F2-S2F4,26.4,30.2,177,11.6,11.6,10.1,5455,0.5455,58.8033
10ºÅ¾®,201802,S2F2-S2F4,26.4,28,173,12,12,10.5,4855,1.031,59.2888
10ºÅ¾®,201803,S2F2-S2F4,26.4,30.03,183,12.2,11.5,8.5,5512,1.5822,59.84
10ºÅ¾®,201804,S2F2-S2F4,26.4,29.17,178,12.5,12.5,9.5,5298,2.112,60.3698
10ºÅ¾®,201805,S2F2-S2F4,26.4,30.18,163,12.8,12.8,9.8,5007,2.6127,60.8705
10ºÅ¾®,201806,S2F2-S2F4,26.4,30,199,12.6,12.6,9.8,5975,3.2102,61.468
10ºÅ¾®,201807,S2F2-S2F4,26.4,31,168,13.4,11.4,8.6,5212,3.7314,61.9892
10ºÅ¾®,201808,S2F2-S2F4,26.4,29.18,196,12.8,12.8,10,5833,4.3147,62.5725
10ºÅ¾®,201809,S2F2-S2F4,26.4,29.21,203,12.8,12.8,10.5,6071,4.9218,63.1796
10ºÅ¾®,201810,S2F2-S2F4,26.4,30.22,189,12.9,12.9,10.6,5843,5.5061,63.7639
10ºÅ¾®,201811,S2F2-S2F4,26.4,30,185,12.8,12.8,10.5,5535,6.0596,64.3174
10ºÅ¾®,201812,S2F2-S2F4,26.4,30.2,167,12.5,12.5,11.1,5151,6.5747,64.8325
10ºÅ¾®,201901,S2F2-S2F4,26.4,30.17,161,12.5,12.5,11.1,4932,0.4932,65.3257
10ºÅ¾®,201902,S2F2-S2F4,26.4,27.23,166,12.7,12.7,11.2,4644,0.9576,65.7901
10ºÅ¾®,201903,S2F2-S2F4,26.4,30.18,159,11.3,11.3,9.5,4893,1.4469,66.2794
10ºÅ¾®,201904,S2F2-S2F4,26.4,30,165,11.9,11.9,9.8,4941,1.941,66.7735
10ºÅ¾®,201905,S2F2-S2F4,26.4,30.23,178,11.7,11.7,9.6,5514,2.4924,67.3249
10ºÅ¾®,201906,S2F2-S2F4,26.4,30,181,12.1,12.1,10.4,5425,3.0349,67.8674
10ºÅ¾®,201907,S2F2-S2F4,26.4,30.22,185,12.3,12.3,10.6,5717,3.6066,68.4391
10ºÅ¾®,201908,S2F2-S2F4,26.4,31,191,12.3,12.3,9.6,5915,4.1981,69.0306
10ºÅ¾®,201909,S2F2-S2F4,26.4,5.17,196,12.1,3.6,2.4,1119,4.31,69.1425
10ºÅ¾®,201910,S2F2-S2F4,26.4,,,,,,,4.31,69.1425
10ºÅ¾®,201911,S2F2-S2F4,26.4,,,,,,,4.31,69.1425
10ºÅ¾®,201912,S2F2-S2F4,26.4,,,,,,,4.31,69.1425
10ºÅ¾®,202001,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202002,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202003,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202004,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202005,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202006,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202007,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202008,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202009,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202010,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202011,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202012,S2F2-S2F4,26.4,,,,,,,0,69.1425
10ºÅ¾®,202101,S2F2-S2F4,26.4,12,222,13.3,13.3,9.5,2667,0.2667,69.4092
10ºÅ¾®,202102,S2F2-S2F4,26.4,28,220,13.1,13.1,9.1,6163,0.883,70.0255
10ºÅ¾®,202103,S2F2-S2F4,26.4,31,215,13.2,13.2,9.3,6659,1.5489,70.6914
10ºÅ¾®,202104,S2F2-S2F4,26.4,29.22,214,13.1,13.1,9.3,6405,2.1894,71.3319
10ºÅ¾®,202105,S2F2-S2F4,26.4,31,205,13,13,9.1,6357,2.8251,71.9676
10ºÅ¾®,202106,S2F2-S2F4,26.4,30,205,13,13,9.1,6164,3.4415,72.584
10ºÅ¾®,202107,S2F2-S2F4,26.4,31,205,13,13,9.1,6355,4.077,73.2195
10ºÅ¾®,202108,S2F2-S2F4,26.4,31,206,13.4,13.4,9.2,6371,4.7141,73.8566
10ºÅ¾®,202109,S2F2-S2F4,26.4,29.17,206,13.3,13.3,9.4,6117,5.3258,74.4683
10ºÅ¾®,202110,S2F2-S2F4,26.4,10.19,193,13.1,13.1,9.4,2078,5.5336,74.6761
10ºÅ¾®,202111,S2F2-S2F4,26.4,,,,,,,5.5336,74.6761
10ºÅ¾®,202112,S2F2-S2F4,26.4,,,,,,,5.5336,74.6761
12ºÅ¾®,201211,S221-S222,5.6,1,4,11.4,11.4,11.4,4,0.0004,0.0004
12ºÅ¾®,201212,S221-S222,5.6,30.15,60,11.2,18.2,18.2,1835,0.1839,0.1839
12ºÅ¾®,201301,S221-S222,5.6,31,159,11.5,19.8,19.8,4921,0.4921,0.676
12ºÅ¾®,201302,S221-S222,5.6,27.12,156,11.9,20.4,20.4,4293,0.9214,1.1053
12ºÅ¾®,201303,S221-S222,5.6,29.11,154,12.6,20.7,20.7,4538,1.3752,1.5591
12ºÅ¾®,201304,S221-S222,5.6,30,135,12.1,20.7,20.7,4038,1.779,1.9629
12ºÅ¾®,201305,S221-S222,5.6,30.16,129,12.4,19,18.5,3958,2.1748,2.3587
12ºÅ¾®,201306,S221-S222,5.6,28.02,62,11.8,18.2,17.7,1747,2.3495,2.5334
12ºÅ¾®,201307,S221-S222,5.6,30.02,129,12.4,22.1,21.6,3883,2.7378,2.9217
12ºÅ¾®,201308,S221-S222,5.6,30.2,131,12.4,23,23,4025,3.1403,3.3242
12ºÅ¾®,201309,S221-S222,5.6,30,127,12.8,20,20,3803,3.5206,3.7045
12ºÅ¾®,201310,S221-S222,5.6,30.2,84,12.2,19.5,19.5,2595,3.7801,3.964
12ºÅ¾®,201311,S221-S222,5.6,29.19,103,11.8,22.4,22.4,3079,4.088,4.2719
12ºÅ¾®,201312,S221-S222,5.6,30.09,97,11.7,22,22,2936,4.3816,4.5655
12ºÅ¾®,201401,S221-S222,5.6,29.14,88,12.2,18,18,2617,0.2617,4.8272
12ºÅ¾®,201402,S221-S222,5.6,9,72,10.3,17,17,648,0.3265,4.892
12ºÅ¾®,201403,S221-S222,5.6,30.03,81,11.8,22,22,2430,0.5695,5.135
12ºÅ¾®,201404,S221-S222,5.6,29.16,74,12,21.5,21.5,2210,0.7905,5.356
12ºÅ¾®,201405,S221-S222,5.6,30.02,71,11.5,21,21,2149,1.0054,5.5709
12ºÅ¾®,201406,S221-S222,5.6,26.21,62,12.2,21.3,21.3,1672,1.1726,5.7381
12ºÅ¾®,201407,S221-S222,5.6,30.16,77,12,20.8,20.8,2373,1.4099,5.9754
12ºÅ¾®,201408,S221-S222,5.6,31,105,12.3,20,20,3270,1.7369,6.3024
12ºÅ¾®,201409,S221-S222,5.6,29.12,114,11.9,21.8,21.8,3349,2.0718,6.6373
12ºÅ¾®,201410,S221-S222,5.6,31,109,12.1,22.2,22.2,3381,2.4099,6.9754
12ºÅ¾®,201411,S221-S222,5.6,11.23,128,11.8,22,22,1528,2.5627,7.1282
12ºÅ¾®,201412,S221-S222,5.6,7.04,95,11.3,18.8,18.8,678,2.6305,7.196
12ºÅ¾®,201501,S221-S222,5.6,29.15,106,12,18,18,3154,0.3154,7.5114
12ºÅ¾®,201502,S221-S222,5.6,27.11,97,11.9,18.5,18.5,2669,0.5823,7.7783
12ºÅ¾®,201503,S221-S222,5.6,30.04,91,11.4,14.6,14.6,2760,0.8583,8.0543
12ºÅ¾®,201504,S221-S222,5.6,29.16,88,12,20,20,2615,1.1198,8.3158
12ºÅ¾®,201505,S221-S222,5.6,28.15,77,12.2,19.5,19.5,2193,1.3391,8.5351
12ºÅ¾®,201506,S221-S222,5.6,29.2,42,12.4,12.4,12.4,1248,1.4639,8.6599
12ºÅ¾®,201507,S221-S222,5.6,23.22,82,12.3,12.3,12.3,1968,1.6607,8.8567
12ºÅ¾®,201508,S221-S222,5.6,10.13,103,12.7,18.5,18.5,1086,1.7693,8.9653
12ºÅ¾®,201509,S221-S222,5.6,12.07,43,11.5,16.5,16.5,524,1.8217,9.0177
12ºÅ¾®,201510,S221-S222,5.6,29.14,99,12.3,19.6,19.6,2930,2.1147,9.3107
12ºÅ¾®,201511,S221-S222,5.6,6.23,85,11.9,11.9,11.9,593,2.174,9.37
12ºÅ¾®,201512,S221-S222,5.6,1,12,11.4,11.4,0,12,2.1752,9.3712
12ºÅ¾®,201601,S221-S222,5.6,30.13,62,11.4,21.5,21.5,1890,0.189,9.5602
12ºÅ¾®,201602,S221-S222,5.6,28.21,48,11.2,21.5,21.5,1399,0.3289,9.7001
12ºÅ¾®,201603,S221-S222,5.6,30.05,46,11.8,22.5,22.5,1379,0.4668,9.838
12ºÅ¾®,201604,S2F2-S2F2,5.6,29.06,60,12.6,22.5,22.5,1743,0.6411,10.0123
12ºÅ¾®,201605,S2F2-S2F2,5.6,30.18,64,12.5,12.5,12.5,1973,0.8384,10.2096
12ºÅ¾®,201606,S2F2-S2F2,5.6,29.22,65,12.2,12.2,12.2,1936,1.032,10.4032
12ºÅ¾®,201607,S2F2-S2F2,5.6,30.17,65,11.7,11.7,11.7,2010,1.233,10.6042
12ºÅ¾®,201608,S2F2-S2F2,5.6,30.23,68,12.1,13.8,13.8,2100,1.443,10.8142
12ºÅ¾®,201609,S2F2-S2F2,5.6,29.22,108,11.9,9.6,9.6,3226,1.7656,11.1368
12ºÅ¾®,201610,S2F2-S2F2,5.6,31,104,12,9.6,9.6,3216,2.0872,11.4584
12ºÅ¾®,201611,S2F2-S2F2,5.6,29.11,103,11.6,8.6,8.6,3047,2.3919,11.7631
12ºÅ¾®,201612,S2F2-S2F2,5.6,30.14,99,11.7,8.6,8.6,3042,2.6961,12.0673
12ºÅ¾®,201701,S2F2-S2F2,5.6,30.18,124,11.8,11.8,11.8,3816,0.3816,12.4489
12ºÅ¾®,201702,S2F2-S2F2,5.6,27.22,196,12.2,10.2,10.2,5479,0.9295,12.9968
12ºÅ¾®,201703,S2F2-S2F2,5.6,30.16,173,11.2,9.9,9.9,5309,1.4604,13.5277
12ºÅ¾®,201704,S2F2-S2F2,5.6,29.23,229,11.9,5.4,5.4,6871,2.1475,14.2148
12ºÅ¾®,201705,S2F2-S2F2,5.6,30.06,210,11.8,6.8,6.8,6367,2.7842,14.8515
12ºÅ¾®,201706,S2F2-S2F2,5.6,1.18,269,11.8,6.7,6.7,471,2.8313,14.8986
12ºÅ¾®,201707,S2F2-S2F2,5.6,,,,,,,2.8313,14.8986
12ºÅ¾®,201708,S2F2-S2F2,5.6,,,,,,,2.8313,14.8986
12ºÅ¾®,201709,S2F2-S2F2,5.6,,,,,,,2.8313,14.8986
12ºÅ¾®,201710,S2F2-S2F2,5.6,,,,,,,2.8313,14.8986
12ºÅ¾®,201711,S2F2-S2F2,5.6,22.19,65,11.8,11.8,11.3,1478,2.9791,15.0464
12ºÅ¾®,201712,S2F2-S2F2,5.6,30.02,44,11.8,11.8,11.3,1324,3.1115,15.1788
12ºÅ¾®,201801,S2F2-S2F2,5.6,30.03,19,11.6,11.6,11.1,566,0.0566,15.2354
12ºÅ¾®,201802,S2F2-S2F2,5.6,28,25,12.4,12.4,11.9,696,0.1262,15.305
12ºÅ¾®,201803,S2F2-S2F2,5.6,31,9,11.4,11.4,10.9,289,0.1551,15.3339
12ºÅ¾®,201804,S2F2-S2F2,5.6,29.19,209,11.8,8,7.3,6223,0.7774,15.9562
12ºÅ¾®,201805,S2F2-S2F2,5.6,31,252,11.8,8.5,7,7821,1.5595,16.7383
12ºÅ¾®,201806,S2F2-S2F2,5.6,6.03,283,12,3.5,2.8,1736,1.7331,16.9119
12ºÅ¾®,201807,S2F2-S2F2,5.6,19.21,35,11.9,4.5,4.5,696,1.8027,16.9815
12ºÅ¾®,201808,S2F2-S2F2,5.6,30,105,11.3,6.7,6.7,3140,2.1167,17.2955
12ºÅ¾®,201809,S2F2-S2F2,5.6,30,69,11.9,5.7,5.7,2077,2.3244,17.5032
12ºÅ¾®,201810,S2F2-S2F2,5.6,30.22,113,11.6,5.2,4.5,3481,2.6725,17.8513
12ºÅ¾®,201811,S2F2-S2F2,5.6,29.22,143,11.1,6.6,5.9,4287,3.1012,18.28
12ºÅ¾®,201812,S2F2-S2F2,5.6,31,178,11,7.4,6.6,5517,3.6529,18.8317
12ºÅ¾®,201901,S2F2-S2F2,5.6,31,177,11.2,7.5,6.7,5502,0.5502,19.3819
12ºÅ¾®,201902,S2F2-S2F2,5.6,27.22,179,11.6,7.2,6.6,4989,1.0491,19.8808
12ºÅ¾®,201903,S2F2-S2F2,5.6,30.17,180,11.3,6.7,6,5517,1.6008,20.4325
12ºÅ¾®,201904,S2F2-S2F2,5.6,29.22,179,11,10.8,10.3,5343,2.1351,20.9668
12ºÅ¾®,201905,S2F2-S2F2,5.6,30.23,118,11.8,6,5.5,3646,2.4997,21.3314
12ºÅ¾®,201906,S2F2-S2F2,5.6,29.1,119,11.9,6.5,6,3492,2.8489,21.6806
12ºÅ¾®,201907,S2F2-S2F2,5.6,30.07,129,12.3,8.2,7.7,3912,3.2401,22.0718
12ºÅ¾®,201908,S2F2-S2F2,5.6,31,119,11.2,5.9,5.4,3687,3.6088,22.4405
12ºÅ¾®,201909,S2F2-S2F2,5.6,29.23,172,11.3,8.8,8.1,5138,4.1226,22.9543
12ºÅ¾®,201910,S2F2-S2F2,5.6,31,224,11.6,6,5.2,6937,4.8163,23.648
12ºÅ¾®,201911,S2F2-S2F2,5.6,30,118,11.5,6.7,5.9,3535,5.1698,24.0015
12ºÅ¾®,201912,S2F2-S2F2,5.6,30.18,142,11.5,8.1,7.3,4360,5.6058,24.4375
12ºÅ¾®,202001,S2F2-S2F2,5.6,30.16,216,11.7,9,5.9,6623,0.6623,25.0998
12ºÅ¾®,202002,S2F2-S2F2,5.6,29,118,11.8,5.8,2.7,3427,1.005,25.4425
12ºÅ¾®,202003,S2F2-S2F2,5.6,30.23,244,12,12,9.2,7540,1.759,26.1965
12ºÅ¾®,202004,S2F2-S2F2,5.6,30,303,11.7,11.7,8.9,9104,2.6694,27.1069
12ºÅ¾®,202005,S2F2-S2F2,5.6,31,272,11.8,11.8,9,8423,3.5117,27.9492
12ºÅ¾®,202006,S2F2-S2F2,5.6,29.2,271,12.2,6.6,3.8,8091,4.3208,28.7583
12ºÅ¾®,202007,S2F2-S2F2,5.6,31,118,11.9,6.5,6.5,3651,4.6859,29.1234
12ºÅ¾®,202008,S2F2-S2F2,5.6,31,275,12.2,12.2,12.2,8540,5.5399,29.9774
12ºÅ¾®,202009,S2F2-S2F2,5.6,29.22,281,12.1,12.1,12.1,8420,6.3819,30.8194
12ºÅ¾®,202010,S2F2-S2F2,5.6,31,276,12.2,12.2,12.2,8550,7.2369,31.6744
